air_temperature,sea_surface_temperature
21.58283923,22.34963705
21.49242687,22.3224045
21.28979927,22.29646412
21.15942173,22.27260982
21.10772479,22.2570789
21.11422802,22.24623884
21.15241029,22.22951516
21.18132613,22.21310673
21.27433303,22.2106
21.35783077,22.22938493
21.51015051,22.25890804
21.59380614,22.30676801
21.66106868,22.37308136
21.74971449,22.4160935
21.92895202,22.4919286
21.8600895,22.57247024
21.83577773,22.61002545
21.72110382,22.606
21.57639579,22.59046518
21.55709404,22.56673101
21.62377611,22.56817582
21.80337913,22.57679705
21.80010549,22.61257782
21.67314192,22.5828
21.68100919,22.52213643
21.5175232,22.55041164
21.37996257,22.57118486
21.21221475,22.60987013
21.43071269,22.66266075
21.53627568,22.68047016
21.77568837,22.67793924
21.83652336,22.67955605
21.78664721,22.65826182
21.70196911,22.63000628
21.67908222,22.62091316
21.67146579,22.63028871
21.66777539,22.6524629
21.78769223,22.64494506
21.64167149,22.58939086
21.61529558,22.53781098
21.61267374,22.51869918
21.69601675,22.50407211
21.59243022,22.48307303
21.68902811,22.4575
21.8066476,22.43932222
21.61166254,22.4264
21.62890887,22.48333333
21.55712181,22.48333333
21.52942955,22.48333333
21.60771006,22.48334295
21.88201443,22.47355556
21.95291524,22.46554935
22.04748235,22.45645996
21.98157423,22.452
21.6817094,22.43632701
21.39317008,22.40652369
21.11835986,22.36442177
20.98455642,22.2885003
20.95403208,22.16
20.95121554,21.949887
21.10124384,21.99924861
21.10592385,22.12791559
21.11373091,22.16958333
21.18964768,22.16384538
21.06932233,22.21004813
20.99673754,22.18460317
20.94651522,22.08555556
20.45708192,20.53908485
20.29774689,20.41153571
20.60260898,21.52291667
20.74057541,21.90436885
20.75543467,22.03821952
20.76335535,22.07907825
20.73850436,22.10955386
20.73351158,22.13518519
20.71982694,22.1493706
20.62040089,22.14564442
20.64679565,22.12416667
20.90332309,22.10021404
21.11185532,22.07451642
21.06665674,22.03477466
21.04629345,22.00087762
21.22119144,22.00346473
21.24749311,22.05300448
21.44860943,22.10335196
21.59636076,22.1628999
21.84394669,22.23756296
22.20403264,22.26047128
22.34286059,22.42490406
22.16406127,22.5143021
21.93730381,22.42697983
21.73077114,22.55884827
21.90562079,22.71468251
22.18345479,22.91660335
22.5384052,22.9921112
22.66936234,23.10022222
22.71610148,23.1725359
21.85081999,23.14024056
22.22883991,23.16316624
22.55505295,23.24340525
22.94682308,23.56350978
22.9108587,23.67423444
22.97208944,23.6740695
23.03228209,23.54962602
23.06325623,23.36133333
23.11124784,23.2011756
23.12269559,23.16589147
23.21865101,23.15311455
23.29254278,23.11888936
23.3064776,23.07933797
23.28525414,23.04430207
23.23164962,22.98246349
23.16418803,22.89704703
23.07045089,22.84707742
22.98446969,22.8241521
22.90314107,22.79405744
22.88501339,22.7788
22.85641046,22.7436
22.18054619,21.67689937
22.07353618,21.54858372
21.97415573,21.49429088
21.96749942,21.54125327
21.89399416,21.38630901
21.73108545,21.06103223
21.54065134,20.8969161
21.06334112,20.16365076
20.60584251,19.75468386
20.47205954,19.726
19.86228483,19.71997965
19.65196615,19.70188096
19.74812922,19.72397389
20.09760084,20.10814224
20.34836627,20.50174582
20.69786662,20.62246179
20.80644359,20.73772455
20.82514962,20.84742273
20.91471974,20.93207872
20.87681689,20.93018693
20.95500125,20.8391534
20.90756916,20.76590289
20.99828541,20.73591667
21.04840809,20.9235834
21.21842864,20.98090138
21.24887898,20.93357305
21.19982182,20.87876823
21.2566987,20.90620732
21.45954185,21.08100317
21.54128297,21.21718282
21.67107411,21.35203462
21.78953702,21.49449546
22.12813958,21.73873604
22.352386,22.03762888
22.3168892,22.01952966
22.37280285,21.97076992
22.11286414,22.06013782
21.9755227,22.23770031
21.86868438,22.17891916
22.01143199,22.01961603
21.74666736,21.66050834
21.40799374,21.03531046
20.70959729,20.403285
20.81747599,20.48073009
21.00371436,20.7275
20.99906164,20.80024368
20.90551664,20.8044814
20.88356719,20.81999935
20.97339596,20.89891779
21.03564132,20.82176563
21.05753311,20.72939033
20.9862101,20.67312222
21.04557362,20.84407695
21.08830108,20.96633333
20.98012853,20.95166667
20.89256232,20.96
20.87270375,20.89260406
20.46212501,20.82788875
20.26430964,20.72679352
20.20164506,20.62101852
20.24849945,20.54746343
20.34629826,20.50416082
20.24792266,20.55925
19.91688371,20.62006166
20.06190119,20.6371277
20.08109117,20.66326662
19.97999534,20.68239526
20.22604254,20.65663651
20.17828029,20.56783817
20.2996279,20.49286415
20.31647768,20.6081937
20.22415455,20.58089935
20.14356316,20.49816444
19.95891191,20.65267091
19.92535104,20.70216841
19.65890241,20.30033981
19.51720735,20.09064627
20.27404038,19.81176803
20.11323277,19.51846172
19.94707562,19.45128554
19.8259422,19.55819336
19.74221123,19.66150228
19.61776949,19.65018245
19.51974716,19.60711011
19.39392041,19.56365005
19.24096196,19.55840025
19.17395182,19.53112142
19.07852937,19.43914118
18.98150996,19.38289194
18.92828152,19.36254207
18.78786159,19.30328647
18.74609803,19.23842395
18.77400065,19.18808895
18.77653405,19.1520764
18.73972281,19.12421793
18.75332265,19.1251185
18.78948431,19.17714569
18.81690087,19.33980598
18.84000633,19.40166127
18.81136437,19.49203791
18.82804475,19.57633421
18.83191466,19.60598076
18.75519378,19.63400607
18.69256387,19.64460481
18.759049,19.66410142
18.78499635,19.68995548
18.80953702,19.66270714
18.77128033,19.55850107
18.66628884,19.49328551
18.67915774,19.57928571
18.63585807,19.6406382
18.65775718,19.57480062
18.45102099,19.54677977
18.4975915,19.50239957
18.48989544,19.42184443
18.45333461,19.38729199
18.45724489,19.43280757
18.3712312,19.46674333
18.39345011,19.61732687
18.4301651,19.81762032
18.5037221,19.88778704
18.5010795,19.86569701
18.54677954,19.90005744
18.60760077,19.94380476
18.68361854,19.93915964
18.68803241,19.87567857
18.70580436,19.80228571
18.75005108,19.6825
18.81029007,19.65876775
18.83247288,19.58877205
18.76892557,19.60492956
18.64668102,19.49087578
18.53058816,19.20643003
18.47301912,19.13211607
18.42820289,19.09482889
18.43200548,19.08024256
18.4361407,19.06437409
18.38001998,19.07134157
18.34577105,19.14315387
18.0788619,19.17824621
17.77999263,19.19073818
17.49926333,19.19199823
17.3926757,19.19247449
17.16720275,19.19688053
17.1416502,19.20015969
17.21151205,19.20855994
17.06625754,19.21949764
17.13162831,19.23608779
16.99154716,19.23829923
16.93780866,19.23550627
17.04365522,19.24015073
16.90087145,19.25307818
16.90248468,19.27726535
16.96602859,19.30322864
16.79884827,19.32046985
16.64040883,19.32644349
16.59287877,19.31271313
16.60717861,19.26592842
16.72006513,19.19607222
16.6138995,19.11607738
16.78405182,19.0570301
16.90931407,19.02557631
17.24034463,19.01332961
17.05075277,19.0033609
16.90224987,18.96955338
17.25660652,18.94946289
17.02366379,18.95588781
17.07142063,18.95157865
17.21032109,18.94545825
17.46398044,18.93838781
17.82023503,18.95304432
18.07062564,18.97242056
18.14805343,18.98452039
18.37192088,18.99505247
18.45551239,19.01797937
18.72529019,19.06157915
18.90863692,19.11291575
19.12434864,19.15992893
19.25176837,19.17609773
19.39917882,19.18429985
19.52202093,19.18981269
19.75977237,19.18891606
19.90738556,19.19064447
20.13904582,19.19379662
20.27211123,19.1984
20.28518478,19.2012
20.4510262,19.2063156
20.70947606,19.21419048
20.658258,19.21556986
20.55568267,19.21036777
20.53551233,19.206
20.59570002,19.20026561
20.33104232,19.1854822
20.30837237,19.16523868
20.19085539,19.1396831
20.13214413,19.10782893
20.01985073,19.07178781
19.92718609,19.03422222
19.896455,19.00511111
19.79351225,18.95
19.71684787,18.90720004
19.78502818,18.84374459
19.65767861,18.79605356
19.48098203,18.75481898
19.22619551,18.71839092
19.28835139,18.6746875
19.28864476,18.63747489
19.28750521,18.60638967
19.2895553,18.68596926
19.35871585,18.76648556
19.28468175,18.79571429
19.07251237,18.79976834
18.93150565,18.80835632
18.86921263,18.78984242
18.78714042,18.72882537
18.71830062,18.69477078
18.85163284,18.70177128
18.70374196,18.66955667
18.59617227,18.65136904
18.54381641,18.6541569
18.49725674,18.64923084
18.43566329,18.64961397
18.42290754,18.6755055
18.43786185,18.66179389
18.38259507,18.61838565
18.35235903,18.56180343
18.17832293,18.52531716
17.94728684,18.55071885
17.8217348,18.64238492
17.92531399,18.85156402
17.88497314,18.92646963
17.8796475,18.97163845
17.88412027,19.03001869
17.96932277,19.08328037
18.06695049,19.11684268
18.1165443,19.13450006
18.20427071,19.13805276
18.25698103,19.12624845
18.44521806,19.10420177
18.59880858,19.07428984
18.70559823,19.03534244
18.71210209,18.99666667
18.75020956,18.97725547
18.6630051,18.98069467
18.69044275,19.004375
18.81202922,19.02532328
18.73182218,19.04163673
18.74843943,19.01989084
18.74438522,18.95085362
18.76757002,18.87205835
18.72428108,18.90829546
18.75193955,18.94018727
18.85132357,18.97545763
18.83210791,19.00850467
18.89115269,19.0370231
18.93992323,19.07146895
19.01256971,19.16585317
19.1580397,19.29515231
19.27540628,19.41110781
19.34928876,19.49759886
19.40409591,19.56061643
19.48299691,19.61257931
19.51984131,19.625
19.51754726,19.62333333
19.46054706,19.62055229
19.51585645,19.59955443
19.50189976,19.55426449
19.45036761,19.4932539
19.41433115,19.41444832
19.38548762,19.34401786
19.36686783,19.296875
19.33735911,19.275
19.3240094,19.28086926
19.33206767,19.30024149
19.28452339,19.33263794
19.2911868,19.35952925
19.28472678,19.37872016
19.29485331,19.38575
19.29734059,19.38861248
19.29694136,19.39416667
19.29965101,19.399
19.40512739,19.4
19.43693001,19.4
19.39863191,19.40514542
19.37611159,19.4075
19.36025564,19.4075
19.35962032,19.4075
19.40834087,19.40240888
19.45063587,19.38440578
19.30454894,19.36296824
19.2116052,19.33935673
19.16258761,19.32261164
19.20275323,19.30045717
19.25462926,19.26
19.24012511,19.14793171
19.19616263,19.13431728
19.25698091,19.24122627
19.32347296,19.28224246
19.25177448,19.26341438
19.25097574,19.25153226
19.27152801,19.23017589
19.2440384,19.03719251
19.3500043,18.69408471
19.15680807,18.43862022
18.64913421,18.42346178
18.6381877,18.41896902
18.99227039,18.52313119
18.91987616,18.58094998
18.87599932,18.63271991
18.88428264,18.75318251
19.04938441,18.89250913
19.16937342,18.96032175
19.26189137,18.96384123
19.3362414,18.99528295
19.3519147,19.00427629
19.25194611,18.98177505
19.3064727,18.9381636
19.26904596,18.91758976
19.12166935,18.91050328
19.38949898,18.9045061
19.35846516,18.87623416
19.42947172,18.81410026
19.3540024,18.76194587
18.91585222,18.72690712
18.63995369,18.71282708
18.58714726,18.71200893
18.37648391,18.71449606
18.29189294,18.72506272
18.0351719,18.70752913
18.1605263,18.68850895
18.51834737,18.69184343
18.75252138,18.69441111
18.73222918,18.69169206
18.80334362,18.71050801
18.83859771,18.75437339
18.74753137,18.76776596
18.64293641,18.74508373
18.73265617,18.59757625
18.51290915,18.37930889
18.40815147,18.25170382
19.01378357,18.24027679
18.83758521,18.25792857
18.62530945,18.2825
18.53342593,18.2825
18.41586963,18.27276271
18.3873032,18.25783184
18.41235844,18.23558193
18.43564747,18.18341718
18.39927157,18.12298227
18.49228919,18.10672118
18.65796482,18.10308745
18.95845066,18.09839048
18.8153874,18.09923738
18.46977104,18.0965554
18.40577104,18.09297756
18.52781184,18.08154798
18.53444817,18.0775
18.55365538,18.0775
18.48012904,18.0775
18.49275988,18.07616868
18.62118869,18.0704142
18.65695926,18.065
18.39652743,18.08126383
18.35661756,18.1122237
18.1569397,18.18281117
17.92535132,18.32368945
17.89257852,18.46086051
17.87324975,18.4933284
17.87803092,18.44518243
17.84366206,18.39516567
17.78844905,18.35375
17.77352735,18.3335
17.77291547,18.33846671
17.8279614,18.35097466
17.90480602,18.35370774
17.96435745,18.36070789
18.14341989,18.42754535
18.32489858,18.50909664
18.40008768,18.5890582
18.48034409,18.63422261
18.43723535,18.65612409
18.38190365,18.65315764
18.24012571,18.62644054
18.18033068,18.58829449
18.17279965,18.54458181
18.23974405,18.49498421
18.18380592,18.47137149
18.17858365,18.47672146
18.16652425,18.49831875
18.23979976,18.51002683
18.29109185,18.52401182
18.40422282,18.55310256
18.58992565,18.57521068
18.76555667,18.58234466
18.85677094,18.60070074
18.87187084,18.6288972
18.88877997,18.6530596
18.94395182,18.68544639
18.97186515,18.72566685
19.0480009,18.72921889
19.1508905,18.70440603
19.14101935,18.68165186
19.10452659,18.66299191
19.17741182,18.62637339
19.23428504,18.59585145
19.34878472,18.57161838
19.36942562,18.55281153
19.37848669,18.54913519
19.39172021,18.56313382
19.35538572,18.59628577
19.28880384,18.6307315
19.28779581,18.66879117
19.25759395,18.73099824
19.27280587,18.84
19.29831729,18.93875
19.32825552,19.07
19.34089183,19.07437299
19.48875446,19.08112191
19.46247384,19.13169541
19.54399145,19.17268228
19.36556805,19.17297455
19.22094117,19.14170092
19.15716002,19.0997164
18.9781974,19.06104124
18.80576498,19.03008991
18.64766293,18.99515315
18.47698528,18.98830413
18.37059883,18.99256909
18.24897643,18.9890684
18.12354842,18.96302283
18.02232036,18.91848786
17.94375268,18.86871895
17.8517818,18.82820539
17.79751761,18.78575
17.66577858,18.74793926
17.57128574,18.71560825
17.50100306,18.69682713
17.36876156,18.68106408
17.32038176,18.67234191
17.22839176,18.67172612
17.24846498,18.69897765
17.28488134,18.74617494
16.93970807,18.76798112
16.69518522,18.79298784
16.6652499,18.80931458
16.70339066,18.79171685
16.79966813,18.78538519
17.00726063,18.8
17.19586312,18.82913145
17.30393602,18.88418921
17.31556105,18.91603529
17.43274743,18.90060778
17.64938983,18.74078167
17.81859934,18.55336435
17.95468415,18.46701098
18.10026769,18.49814893
18.18670916,18.53375515
18.32882663,18.58512082
18.49039378,18.65143062
18.42773509,18.75080058
18.45566856,18.90514705
18.47930946,19.0733304
18.45298509,19.20762216
18.31858751,19.27915288
18.29176568,19.29838388
18.23247446,19.31714179
18.11345078,19.33674297
18.06139763,19.31813216
18.08719854,19.24098289
18.19701898,19.25106676
18.30525523,19.27310154
18.42575748,19.25833949
18.5418133,19.24437011
18.60350041,19.23609332
18.72313377,19.22110887
18.781884,19.20222051
18.86966237,19.18333333
18.99157695,19.17193469
19.12501573,19.15414556
19.110151,19.12939867
19.12399087,19.11620639
19.07600088,19.11301481
19.05731892,19.10477186
19.04445583,19.10095351
19.06543154,19.07401775
19.04705485,18.98880952
18.96659759,18.92930556
18.90819223,18.855
18.92849243,18.82825893
18.80387454,18.70156197
18.61441455,18.41156742
18.44555495,18.16956658
18.32475417,18.11975119
18.32117003,18.19235389
18.38291083,18.24438983
18.29304723,18.18815391
18.23995066,18.18234539
18.25804476,18.21987409
18.21670744,18.25272247
18.0656624,18.25859009
17.8410404,18.24825561
17.60136235,18.24100158
17.40760799,18.22639916
17.40491445,18.21511499
17.46039979,18.20534978
17.16810947,18.18442586
16.87772107,18.19666667
16.64390705,18.20319969
16.73283688,18.2412536
16.61471615,18.26502947
16.13907331,18.25297327
16.40910797,18.20088898
16.24986125,18.17964286
16.20239536,18.206875
16.17579345,18.3163803
16.20817472,18.44031503
16.25222408,18.40668848
16.31744344,18.46457392
16.33030436,18.56770833
16.48299798,18.70866273
16.70089987,18.64154116
16.68877378,18.57934352
16.84858142,18.535625
17.01785566,18.46603623
17.08649926,18.34466667
17.21836623,18.19958333
17.57282042,18.15367555
17.82145889,18.10008537
17.93286861,18.06946983
18.14131093,18.19062736
18.3247875,18.27235225
18.54363304,18.30615525
18.70023386,18.34585841
18.88549161,18.39370137
19.08483238,18.45790458
19.1768603,18.55945862
19.1613901,18.68368933
19.37496818,18.85662298
19.53790432,19.06063312
19.24171275,19.17571429
19.35981338,19.26474735
19.77288938,19.37702975
19.84164441,19.54734974
19.80026436,19.74275334
19.78481252,19.78708333
19.60256415,19.74775119
19.58541288,19.71007975
19.95005301,19.70827882
19.9586874,19.70004665
19.9431767,19.65730099
19.872195,19.59670659
19.58567885,19.53115556
18.98869884,19.45891667
18.85583279,19.35205785
18.83812304,19.24725778
18.67000781,19.14532892
18.54020745,19.03623405
18.47903698,18.96604167
18.3898879,18.98645833
18.19976849,18.4625
18.0189789,18.37699875
17.88856183,18.04508918
17.91801497,18.03041751
17.89286933,18.03347268
17.870487,18.06286206
17.95040237,18.15787843
17.98726843,18.21002839
17.64490157,18.20788092
17.45114059,18.19879067
17.43609653,18.19045066
17.45442263,18.16473563
17.41935083,18.13838622
17.09452393,18.12432472
17.41225665,18.11692615
17.15872191,18.10245296
17.09852668,18.09557956
17.48997264,18.09300592
17.6807734,18.09272641
18.17256471,18.1127884
18.12022183,18.1527211
18.12899246,18.21599845
18.18233919,18.36518905
18.31467455,18.55278929
18.28306701,18.62473602
18.12842907,18.64086631
18.00588291,18.64613437
18.03764975,18.62797118
17.93739823,18.57690888
17.88097569,18.52689731
17.95283135,18.49521901
17.97592172,18.45180831
17.92659117,18.39383693
17.9333419,18.34450487
17.94801499,18.32642521
17.91640578,18.33594737
17.86533623,18.33280913
17.8617634,18.37789103
17.92221203,18.45144457
17.94208247,18.39311699
17.92879552,18.31682406
17.91433393,18.27487303
17.92489035,18.2887335
17.9351166,18.28392445
17.95856892,18.27239838
18.05563146,18.29203832
18.11097074,18.31238213
18.09467481,18.31268334
18.12068172,18.31846797
18.12243608,18.33600674
18.17476358,18.36138966
18.16847588,18.49150127
18.17934012,18.63560141
18.16932066,18.72413721
18.16827963,18.79873602
18.13107423,18.83346087
18.04206169,18.83206743
17.95485651,18.83089602
17.94193124,18.82392857
17.94329336,18.80634976
17.9054776,18.78184505
17.79693701,18.76846981
17.76669964,18.76138307
17.68082621,18.73971648
17.61231456,18.73627461
17.60205579,18.75797227
17.55648225,18.75553732
17.50800537,18.71061736
17.45657052,18.60335542
17.3552786,18.49393231
17.27842748,18.45821429
17.19900809,18.43825
17.18632039,18.3725
17.23438667,18.34075959
17.18176749,18.30901815
17.09556094,18.30697937
17.04750286,18.30531573
17.0426153,18.29054642
16.92695805,18.23087416
16.86922265,18.19315459
16.83651307,18.18979722
16.75507284,18.18110887
16.68162112,18.16879528
16.63173771,18.15818678
16.62076327,18.1523137
16.58647431,18.17464709
16.52667885,18.18374207
16.53206201,18.17209921
16.42804682,18.14330628
16.37962656,18.1119749
16.35730168,18.0960235
16.33557671,18.10407451
16.32294754,18.14907551
16.36685247,18.17236176
16.4014864,18.18625
16.44761663,18.20254687
16.45120413,18.21071111
16.50737351,18.24586481
16.61771462,18.32050633
16.61629256,18.33528757
16.61584964,18.32537629
16.61624197,18.31958333
16.62760106,18.3110157
16.6805285,18.29716261
16.65583765,18.28127293
16.68359475,18.23787559
16.64742474,18.17945406
16.60643473,18.13514296
16.62421369,18.08063553
16.64946744,18.06340521
16.74478216,18.10639785
16.84992872,18.14948776
16.89358027,18.18888449
16.97439247,18.22618843
17.06403398,18.24065968
17.21303509,18.20812295
17.25568075,18.14221949
17.26164533,18.10202973
17.30095558,18.1040322
17.37201831,18.11422612
17.35439799,18.1108457
17.29463964,18.1053125
17.33850227,18.105
17.31606065,18.10193954
17.28338617,18.09775
17.27132224,18.095
17.25602314,18.095
17.28162216,18.09353037
17.24314986,18.09
17.2311078,18.08900325
17.27465079,18.089375
17.2895601,18.0875
17.29254105,18.0875
17.31603242,18.08642857
17.5007543,18.085
17.48244279,18.085
17.47231867,18.085625
17.47217373,18.09006045
17.47338831,18.10059092
17.33113337,18.11487683
17.22573242,18.13301589
17.11421449,18.15002719
17.17536778,18.15875
17.19435523,18.16
17.2339468,18.2125
17.21327923,18.22441449
17.20875319,18.24970734
17.13253589,18.26039988
17.15486227,18.26235229
17.15343433,18.2504404
17.20001825,18.20847926
17.25890695,18.18745482
17.25568582,18.21083333
17.28811886,18.23088217
17.27820507,18.24859303
17.22259308,18.3365135
17.30780389,18.43288192
17.36073072,18.51104625
17.41125763,18.5400003
17.48906416,18.5028267
17.41350153,18.4462244
17.51623283,18.40045892
17.42866667,18.37872402
17.36755636,18.36048934
17.4152899,18.32744668
17.36420228,18.28449902
17.38512853,18.2440625
17.32986611,18.21967762
17.22742971,18.20941597
16.99490994,18.20006074
16.85215107,18.18977766
16.89549696,18.18640827
16.90250974,18.18478962
16.80514285,18.18785066
16.80382399,18.18625
16.69737708,18.185
16.77703014,18.18
16.79806237,18.17424236
16.70708384,18.17280037
16.7882462,18.16839587
16.89564981,18.15225601
16.94190527,18.12860105
16.95556936,18.09821981
16.95147159,18.08537492
17.05228113,18.10472281
17.06007883,18.14918919
17.07238029,18.21030574
17.275284,18.275
17.37678927,18.31756272
17.34765322,18.31073316
17.30592435,18.33463641
17.3312563,18.38276015
17.35502633,18.41075816
17.46162154,18.41053037
17.53115774,18.4091488
17.54710709,18.44051223
17.52514481,18.46159619
17.48075458,18.46978225
17.42917472,18.45452212
17.34812807,18.41740424
17.30409545,18.33997622
17.23165078,18.27246981
17.17995667,18.21493822
17.123464,18.16397103
17.03807747,18.13014997
16.99107018,18.10487149
16.9849327,18.08244518
17.06954312,18.06084881
17.18663525,18.0309147
17.08784248,18.0037055
16.99247592,17.97909435
17.0401873,17.96785371
17.00915069,17.97718764
17.05124655,17.9897621
17.02101984,17.98636036
17.02837363,17.9742619
17.08523829,17.96
17.02600044,17.95813297
16.98280638,17.95064891
17.10206249,17.94830582
17.16665777,17.9421468
17.17510189,17.93577381
17.14760581,17.94441978
17.1479495,17.94282899
17.12800417,17.9430091
17.12563018,17.96797729
17.12595524,18.0363605
17.16547006,18.10092831
17.1664293,18.1595436
17.18766454,18.23357143
17.25412451,18.30489499
17.5499875,18.33648575
17.46807422,18.32635833
17.5291907,18.30052083
17.5621884,18.2265164
17.43705817,18.12989016
17.44678446,18.04579708
17.49505976,18.01685831
17.46546966,17.98886653
17.4554967,17.94833181
17.4299641,17.93621519
17.48485946,17.92808019
17.50198601,17.92472222
17.49813144,17.91566182
17.52117351,17.9203125
17.53700253,17.9415625
17.4971,17.95179813
17.45135968,17.9585
17.35077957,17.96
17.43911185,17.96
17.44762798,17.95947404
17.54233905,17.95752276
17.40578139,17.955
17.32805068,17.95117108
16.9910083,17.94627276
16.84044896,17.93967056
16.89519181,17.91641871
16.87276601,17.87584038
16.94647518,17.81745228
17.22057114,17.81065913
17.30616068,17.84058964
17.58824759,17.87261684
17.69404312,17.84063258
17.53125236,17.78272315
17.30486119,17.734855
17.00670335,17.77120628
16.69564232,17.80675748
16.93714243,17.83779985
17.32431419,17.876838
17.41171667,17.93552897
17.57800913,17.96808378
17.65836192,17.9623174
17.54907305,17.9466755
17.34004402,17.90435996
17.30691195,17.88625
17.36677479,17.88508324
17.34306592,17.88672612
17.34508291,17.88666667
17.2508702,17.8839473
17.28196021,17.87296799
17.29070246,17.86297015
17.20233645,17.85317235
17.17783634,17.83944237
17.15719772,17.83270894
17.17117207,17.82519441
17.15006033,17.81244938
17.16284606,17.79544444
17.1760954,17.77555556
17.19610535,17.73474167
17.21428152,17.70660714
17.18207708,17.66163883
17.08925199,17.65601139
17.10765497,17.66348364
17.11017515,17.6715
17.14887525,17.676875
17.14888151,17.68285714
17.06516607,17.69250083
17.07950148,17.70412594
17.09059907,17.70850094
17.16037245,17.71580512
17.19661412,17.72195321
17.2359879,17.78115556
17.26937174,17.86213238
17.31431845,17.89285171
17.37100536,17.88789408
17.38887686,17.88191663
17.38673996,17.91099299
17.35867664,17.96401987
17.32779294,18.00122709
17.28522797,17.96771989
17.28684745,17.93655148
17.23870047,17.91874085
17.17058688,17.8448207
